GeneID,nr_annotation
CSS0006853,PREDICTED: dual specificity protein phosphatase 12-like [Sesamum indicum]
CSS0050276,PREDICTED: inositol-tetrakisphosphate 1-kinase 2 [Prunus mume]
CSS0042979,PREDICTED: hyoscyamine 6-dioxygenase-like [Nicotiana sylvestris]
CSS0037144,PREDICTED: uncharacterized protein LOC103954099 isoform X1 [Pyrus x bretschneideri]
CSS0017486,PREDICTED: uncharacterized protein LOC100245463 [Vitis vinifera] 
CSS0044292,PREDICTED: probable metal-nicotianamine transporter YSL7-like [Solanum tuberosum]
CSS0034627,hypothetical protein POPTR_0021s00470g [Populus trichocarpa] 
CSS0022883,cystathionine gamma synthase [Solanum lycopersicum] 
CSS0012750,PREDICTED: protein IQ-DOMAIN 1 [Vitis vinifera]
CSS0005066,PREDICTED: receptor-like protein 12 [Nicotiana tomentosiformis]
CSS0015849,hypothetical protein CICLE_v10022509mg [Citrus clementina] 
CSS0032665,unnamed protein product [Coffea canephora]
CSS0031408,PREDICTED: centrosome-associated protein CEP250 [Vitis vinifera]
CSS0011075,PREDICTED: GDSL esterase/lipase At5g45960-like [Nelumbo nucifera]
CSS0025320,Xylem serine proteinase 1 precursor putative [Ricinus communis] 
CSS0034275,PREDICTED: syntaxin-71 [Vitis vinifera] 
CSS0013804,hypothetical protein CISIN_1g0228812mg partial [Citrus sinensis] 
CSS0048043,hypothetical protein JCGZ_24970 [Jatropha curcas]
CSS0005290,PREDICTED: probable mitochondrial chaperone BCS1-B [Eucalyptus grandis]
CSS0006976,unnamed protein product [Coffea canephora]
CSS0024007,PREDICTED: DDB1- and CUL4-associated factor 13 [Sesamum indicum]
CSS0001668,calcium lipid binding protein putative [Ricinus communis] 
CSS0012729,PREDICTED: ribosomal RNA-processing protein 8 [Vitis vinifera]
CSS0036020,PREDICTED: proteasome subunit alpha type-4 [Nicotiana sylvestris]
CSS0025477,PREDICTED: 3-epi-6-deoxocathasterone 23-monooxygenase-like isoform X2 [Populus euphratica]
CSS0000623,PREDICTED: LOB domain-containing protein 25-like [Nicotiana tomentosiformis]
CSS0000006,Tyrosyl-tRNA synthetase class Ib bacterial/mitochondrial isoform 3 [Theobroma cacao] 
CSS0029557,unnamed protein product [Vitis vinifera]
CSS0041109,PREDICTED: uncharacterized protein LOC104891519 [Beta vulgaris subsp. vulgaris]
CSS0037991,PREDICTED: probable methyltransferase PMT23 [Nicotiana tomentosiformis]
CSS0046582,BnaCnng24190D [Brassica napus]
CSS0029496,hypothetical protein PRUPE_ppa023472mg partial [Prunus persica] 
CSS0015613,PREDICTED: uncharacterized protein LOC100259158 isoform X2 [Vitis vinifera]
CSS0043709,PREDICTED: GDT1-like protein 4 [Cucumis melo]
CSS0048551,hypothetical protein PRUPE_ppa005940mg [Prunus persica] 
CSS0000160,PREDICTED: pentatricopeptide repeat-containing protein At1g07590 mitochondrial [Vitis vinifera]
CSS0031936,PREDICTED: uncharacterized protein LOC104877802 [Vitis vinifera]
CSS0045502,Transcription factor protein [Gossypium arboreum]
CSS0026916,PREDICTED: piriformospora indica-insensitive protein 2-like [Vitis vinifera]
CSS0032387,PREDICTED: rho GTPase-activating protein REN1-like isoform X3 [Populus euphratica]
CSS0005162,PREDICTED: uncharacterized protein LOC104646577 [Solanum lycopersicum]
CSS0009099,PREDICTED: WAT1-related protein At1g68170 partial [Nelumbo nucifera]
CSS0003471,PREDICTED: 50S ribosomal protein HLP mitochondrial isoform X2 [Nicotiana sylvestris]
CSS0014495,PREDICTED: uncharacterized protein LOC105172402 [Sesamum indicum]
CSS0034313,unnamed protein product [Vitis vinifera]
CSS0011232,unnamed protein product [Coffea canephora]
CSS0028982,PREDICTED: UDP-glycosyltransferase 73C2 isoform X1 [Vitis vinifera]
CSS0045221,NADPH oxidase A [Camellia sinensis]
CSS0027111,transcriptional factor B3 [Coprinopsis cinerea okayama7#130] 
CSS0011152,PREDICTED: protein MOR1 isoform X2 [Solanum lycopersicum]
CSS0012730,PREDICTED: uncharacterized protein LOC100247840 [Vitis vinifera]
CSS0035909,PREDICTED: uncharacterized protein LOC100250825 isoform X1 [Vitis vinifera]
CSS0031451,unnamed protein product [Coffea canephora]
CSS0003406,PREDICTED: leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3 [Pyrus x bretschneideri]
CSS0023209,hypothetical protein 2_945_01 partial [Pinus taeda] 
CSS0016091,unnamed protein product [Coffea canephora]
CSS0014695,PREDICTED: 28 kDa ribonucleoprotein chloroplastic-like [Nelumbo nucifera]
CSS0038700,PREDICTED: uncharacterized protein LOC103484978 [Cucumis melo]
CSS0013153,unnamed protein product [Coffea canephora]
CSS0012644,hypothetical protein JCGZ_11850 [Jatropha curcas]
CSS0013918,PREDICTED: V-type proton ATPase subunit C [Nicotiana sylvestris]
CSS0033101,conserved hypothetical protein [Ricinus communis] 
CSS0030291,unnamed protein product [Vitis vinifera]
CSS0012384,PREDICTED: DNA polymerase zeta catalytic subunit [Nelumbo nucifera]
CSS0029234,PREDICTED: uncharacterized protein LOC105168597 [Sesamum indicum]
CSS0002112,PREDICTED: peptidyl-prolyl cis-trans isomerase CYP22 [Vitis vinifera] 
CSS0045777,PREDICTED: histone-lysine N-methyltransferase SUVR1 isoform X2 [Vitis vinifera]
CSS0028265,PREDICTED: mitochondrial import receptor subunit TOM20 [Vitis vinifera] 
CSS0046390,PREDICTED: ubiquitin carboxyl-terminal hydrolase 22-like [Vitis vinifera]
CSS0024966,unnamed protein product [Coffea canephora]
CSS0032764,hypothetical protein VITISV_018312 [Vitis vinifera]
CSS0006833,PREDICTED: uncharacterized protein LOC105176739 isoform X1 [Sesamum indicum] 
CSS0018962,conserved hypothetical protein [Ricinus communis] 
CSS0034215,PREDICTED: uncharacterized protein LOC104881439 isoform X3 [Vitis vinifera]
CSS0013833,hypothetical protein JCGZ_01530 [Jatropha curcas]
CSS0032622,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein isoform 1 [Theobroma cacao] 
CSS0005417,PREDICTED: zinc finger BED domain-containing protein RICESLEEPER 2-like isoform X2 [Nelumbo nucifera]
CSS0024324,putative expansin [Gerbera hybrid cultivar]
CSS0042885,hypothetical protein VITISV_011902 [Vitis vinifera]
CSS0001092,hypothetical protein JCGZ_17827 [Jatropha curcas]
CSS0038670,PREDICTED: BURP domain-containing protein 3-like [Vitis vinifera]
CSS0023652,PREDICTED: syntaxin-43 [Nicotiana tomentosiformis] 
CSS0024419,PREDICTED: N-glycosylase/DNA lyase OGG1 isoform X1 [Vitis vinifera]
CSS0000522,PREDICTED: Fanconi anemia group I protein [Vitis vinifera]
CSS0018490,unnamed protein product [Coffea canephora]
CSS0011914,PREDICTED: umecyanin-like [Pyrus x bretschneideri] 
CSS0014524,hypothetical protein POPTR_0003s05530g [Populus trichocarpa] 
CSS0002781,PREDICTED: uncharacterized protein LOC101309247 [Fragaria vesca subsp. vesca]
CSS0026246,unknown [Medicago truncatula]
CSS0021443,PREDICTED: serine/threonine-protein kinase CTR1-like [Vitis vinifera] 
CSS0031740,PREDICTED: uncharacterized protein LOC102604059 [Solanum tuberosum]
CSS0026599,hypothetical protein AMTR_s00009p00098080 [Amborella trichopoda] 
CSS0014366,hypothetical protein MIMGU_mgv1a013190mg [Erythranthe guttata]
CSS0021855,PREDICTED: receptor-like cytosolic serine/threonine-protein kinase RBK2 isoform X1 [Nicotiana tomentosiformis]
CSS0049821,putative protein [Phormium cookianum]
CSS0020286,PREDICTED: IAA-alanine resistance protein 1-like [Fragaria vesca subsp. vesca]
CSS0038763,PREDICTED: DNA (cytosine-5)-methyltransferase CMT3 [Vitis vinifera]
CSS0032972,PREDICTED: callose synthase 3-like [Sesamum indicum] 
CSS0037586,PREDICTED: DNA damage checkpoint protein rad25-like [Glycine max]
CSS0047378,Polyprotein putative [Solanum demissum]
CSS0045563,PREDICTED: probable acyl-activating enzyme 5 peroxisomal isoform X1 [Vitis vinifera] 
CSS0011766,U-box domain-containing protein 26 [Morus notabilis] 
CSS0023914,PREDICTED: L-type lectin-domain containing receptor kinase V.9-like [Nelumbo nucifera]
CSS0025701,hypothetical protein CICLE_v10032666mg [Citrus clementina] 
CSS0018288,PREDICTED: protein FAR1-RELATED SEQUENCE 5-like [Sesamum indicum]
CSS0030140,unnamed protein product [Coffea canephora]
CSS0034063,PREDICTED: uncharacterized protein LOC100258488 isoform X1 [Vitis vinifera] 
CSS0003777,PREDICTED: uncharacterized protein LOC101222161 [Cucumis sativus]
CSS0042333,PREDICTED: dTDP-D-glucose 46-dehydratase [Vitis vinifera] 
CSS0029596,PREDICTED: RING finger and CHY zinc finger domain-containing protein 1 [Vitis vinifera] 
CSS0012161,unnamed protein product [Coffea canephora]
CSS0014112,PREDICTED: uncharacterized protein LOC104417538 [Eucalyptus grandis]
CSS0006887,hypothetical protein CISIN_1g045719mg [Citrus sinensis]
CSS0037177,hypothetical protein CISIN_1g0019781mg partial [Citrus sinensis]
CSS0016036,polyprotein [Solanum melongena]
CSS0014635,PREDICTED: 26S proteasome non-ATPase regulatory subunit 6 homolog [Beta vulgaris subsp. vulgaris]
CSS0018940,PREDICTED: basic 7S globulin-like [Nelumbo nucifera]
CSS0019239,PREDICTED: ras-related protein Rab7-like [Fragaria vesca subsp. vesca]
CSS0021457,PREDICTED: calcineurin B-like protein 3 isoform X2 [Sesamum indicum]
CSS0043395,PREDICTED: uncharacterized protein LOC102593213 [Solanum tuberosum]
CSS0015749,PREDICTED: formimidoyltransferase-cyclodeaminase-like [Prunus mume]
CSS0042345,PREDICTED: uncharacterized protein LOC100260339 isoform X2 [Vitis vinifera]
CSS0002324,PREDICTED: uncharacterized protein LOC104772563 [Camelina sativa]
CSS0023905,PREDICTED: uncharacterized protein LOC100267918 [Vitis vinifera]
CSS0046703,hypothetical protein MIMGU_mgv1a0024291mg partial [Erythranthe guttata]
CSS0050302,CBL-interacting serine/threonine-protein kinase putative [Ricinus communis] 
CSS0022879,unnamed protein product [Coffea canephora]
CSS0040774,Decapping 2 isoform 1 [Theobroma cacao] 
CSS0023172,PREDICTED: uncharacterized protein LOC100257639 [Vitis vinifera]
CSS0039519,unnamed protein product [Coffea canephora]
CSS0002922,PREDICTED: uncharacterized protein LOC103404078 [Malus domestica]
CSS0041400,unnamed protein product [Vitis vinifera]
CSS0011875,PREDICTED: general transcription factor IIF subunit 1 [Vitis vinifera]
CSS0000886,PREDICTED: serine/threonine-protein kinase 19 isoform X1 [Vitis vinifera] 
CSS0013950,PREDICTED: pathogenesis-related leaf protein 6 [Vitis vinifera]
CSS0030818,PREDICTED: uncharacterized protein LOC104115130 [Nicotiana tomentosiformis] 
CSS0049115,PREDICTED: protein PMR5 [Vitis vinifera]
CSS0002868,PREDICTED: aluminum-activated malate transporter 4-like [Sesamum indicum]
CSS0033593,hypothetical protein JCGZ_20960 [Jatropha curcas]
CSS0026334,PREDICTED: uncharacterized protein LOC100262676 isoform X1 [Vitis vinifera]
CSS0041963,PREDICTED: uncharacterized protein LOC100241449 [Vitis vinifera]
CSS0009499,PREDICTED: uncharacterized protein LOC102629445 [Citrus sinensis]
CSS0000153,PREDICTED: dnaJ homolog subfamily B member 13-like [Sesamum indicum]
CSS0033389,PREDICTED: lysine-specific demethylase JMJ25-like [Sesamum indicum]
CSS0037806,PREDICTED: protein INVOLVED IN DE NOVO 2 [Sesamum indicum]
CSS0040578,unnamed protein product [Coffea canephora]
CSS0024990,PREDICTED: monothiol glutaredoxin-S10 isoform X1 [Nelumbo nucifera]
CSS0040073,PREDICTED: catalase isozyme 1 [Vitis vinifera] 
CSS0037019,PREDICTED: uncharacterized protein LOC100265521 [Vitis vinifera] 
CSS0026708,TPA: putative ubiquitin-conjugating enzyme family [Zea mays]
CSS0037757,PREDICTED: uncharacterized protein LOC100267305 [Vitis vinifera]
CSS0038306,PREDICTED: transport and Golgi organization 2 homolog [Vitis vinifera] 
CSS0047247,PREDICTED: probable receptor-like protein kinase At5g39020 [Prunus mume]
CSS0042599,PREDICTED: uncharacterized protein LOC100811813 [Glycine max] 
CSS0047736,(E)-beta-ocimene/myrcene synthase [Vitis vinifera]
CSS0046188,hypothetical protein CICLE_v10020418mg [Citrus clementina] 
CSS0015501,hypothetical protein VITISV_039557 [Vitis vinifera]
CSS0030802,PREDICTED: uncharacterized protein LOC103403603 [Malus domestica]
CSS0028506,unknown [Lotus japonicus] 
CSS0015777,PREDICTED: mitogen-activated protein kinase homolog NTF3 [Vitis vinifera] 
CSS0025294,unnamed protein product [Coffea canephora]
CSS0022662,hypothetical protein EUGRSUZ_A02403 partial [Eucalyptus grandis]
CSS0014025,UDP-galactose/UDP-glucose transporter 4 [Morus notabilis] 
CSS0013775,Uncharacterized protein TCM_014176 [Theobroma cacao] 
CSS0034051,hypothetical protein JCGZ_01481 [Jatropha curcas]
CSS0040721,PREDICTED: ubiquitin carboxyl-terminal hydrolase 12 isoform X4 [Vitis vinifera]
CSS0002548,proline dehydrogenase [Actinidia deliciosa]
CSS0031371,PREDICTED: phosducin-like protein 3 [Prunus mume]
CSS0047726,hypothetical protein JCGZ_07483 [Jatropha curcas]
CSS0044045,PREDICTED: probable protein phosphatase 2C 55 [Nicotiana sylvestris]
CSS0007556,PREDICTED: arogenate dehydratase/prephenate dehydratase 2 chloroplastic [Sesamum indicum] 
CSS0049176,PREDICTED: carbonic anhydrase chloroplastic-like [Citrus sinensis]
CSS0019710,unnamed protein product [Vitis vinifera]
CSS0037909,PREDICTED: acyl-[acyl-carrier-protein] desaturase chloroplastic [Nelumbo nucifera]
CSS0015696,O-Glycosyl hydrolases family 17 protein isoform 1 [Theobroma cacao] 
CSS0004928,PREDICTED: ALA-interacting subunit 5-like [Cucumis melo]
CSS0033757,hypothetical protein MIMGU_mgv1a016839mg [Erythranthe guttata]
CSS0019541,hypothetical protein AMTR_s00003p00022810 [Amborella trichopoda] 
CSS0022191,PREDICTED: E3 ubiquitin-protein ligase RING1-like [Nelumbo nucifera]
CSS0049565,hypothetical protein PRUPE_ppa017281mg [Prunus persica] 
CSS0047043,PREDICTED: uncharacterized protein LOC105123215 [Populus euphratica]
CSS0010229,PREDICTED: putative pentatricopeptide repeat-containing protein At1g68930 [Vitis vinifera] 
CSS0041631,RasGAP-activating-like protein 1 [Morus notabilis] 
CSS0010882,PREDICTED: cytochrome P450 711A1-like isoform X2 [Populus euphratica]
CSS0023704,UDP-Glycosyltransferase superfamily protein [Theobroma cacao] 
CSS0039527,PREDICTED: uncharacterized protein LOC100261261 [Vitis vinifera]
CSS0049372,PREDICTED: cyclin-B1-2-like [Tarenaya hassleriana]
CSS0027967,nitrilase [Camellia sinensis]
CSS0037032,hypothetical protein VITISV_026972 [Vitis vinifera]
CSS0021420,hypothetical protein VITISV_000588 [Vitis vinifera]
CSS0017334,hypothetical protein PRUPE_ppa009079mg [Prunus persica] 
CSS0047623,seed ripening regulated protein [Camellia oleifera]
CSS0002489,PREDICTED: protein IQ-DOMAIN 1 isoform X2 [Vitis vinifera] 
CSS0045903,unnamed protein product [Coffea canephora]
CSS0045064,unnamed protein product [Coffea canephora]
CSS0027081,zinc finger protein putative [Ricinus communis] 
CSS0048489,PREDICTED: uncharacterized protein LOC104806528 [Tarenaya hassleriana] 
CSS0043619,PREDICTED: glyceraldehyde-3-phosphate dehydrogenase cytosolic [Sesamum indicum]
CSS0013104,hypothetical protein VITISV_035137 [Vitis vinifera]
CSS0024074,unnamed protein product [Coffea canephora]
CSS0004013,unnamed protein product [Vitis vinifera]
CSS0026517,hypothetical protein Csa_7G071460 [Cucumis sativus]
CSS0043125,PREDICTED: DUF21 domain-containing protein At5g52790 [Vitis vinifera] 
CSS0041418,PREDICTED: thylakoid lumenal 29 kDa protein chloroplastic [Vitis vinifera] 
CSS0005733,hypothetical protein AMTR_s00046p00231970 [Amborella trichopoda] 
CSS0045922,PREDICTED: zinc finger MYM-type protein 1-like [Malus domestica]
CSS0029491,unnamed protein product partial [Coffea canephora]
CSS0010141,PREDICTED: monoglyceride lipase [Vitis vinifera] 
CSS0043970,hypothetical protein VITISV_003620 [Vitis vinifera]
CSS0018678,Leucine-rich repeat protein kinase family protein isoform 1 [Theobroma cacao] 
CSS0010261,PREDICTED: probable polyamine transporter At3g19553-like [Fragaria vesca subsp. vesca]
CSS0033268,PREDICTED: uncharacterized protein LOC100854636 [Vitis vinifera]
CSS0046133,hypothetical protein CICLE_v10032980mg [Citrus clementina] 
CSS0014445,PREDICTED: ribonucleoprotein At2g37220 chloroplastic [Vitis vinifera]
CSS0007349,PREDICTED: uncharacterized protein LOC103708976 [Phoenix dactylifera]
CSS0050389,PREDICTED: protein DEFECTIVE IN MERISTEM SILENCING 3 isoform X3 [Nicotiana tomentosiformis]
CSS0032150,hypothetical protein VITISV_027864 [Vitis vinifera]
CSS0045412,hypothetical protein VITISV_001411 [Vitis vinifera]
CSS0008166,PREDICTED: proteinase inhibitor PSI-1.2 [Eucalyptus grandis] 
CSS0030587,PREDICTED: uncharacterized protein LOC103960153 [Pyrus x bretschneideri]
CSS0041121,unnamed protein product [Coffea canephora]
CSS0037430,PREDICTED: transcription factor bHLH113-like isoform X4 [Cucumis melo]
CSS0039290,PREDICTED: ras-related protein RABA1f [Tarenaya hassleriana]
CSS0037866,hypothetical protein MTR_5g026790 [Medicago truncatula] 
CSS0038846,PREDICTED: uncharacterized protein LOC103426604 [Malus domestica]
CSS0008829,unnamed protein product [Coffea canephora]
CSS0005554,PREDICTED: histone-lysine N-methyltransferase H3 lysine-9 specific SUVH1 [Vitis vinifera]
CSS0007366,PREDICTED: probable F-box protein At4g22030 [Vitis vinifera]
CSS0014736,putative phloem transcription factor M1 [Apium graveolens]
CSS0044801,unnamed protein product [Coffea canephora]
CSS0007198,hypothetical protein PHAVU_007G114800g [Phaseolus vulgaris] 
CSS0000179,PREDICTED: succinate dehydrogenase assembly factor 1 homolog mitochondrial-like [Fragaria vesca subsp. vesca]
CSS0014249,PREDICTED: uncharacterized protein LOC103964336 isoform X2 [Pyrus x bretschneideri]
CSS0009291,hypothetical protein Csa_7G425930 [Cucumis sativus]
CSS0002776,PREDICTED: dof zinc finger protein DOF3.4 [Vitis vinifera]
CSS0042285,PREDICTED: U-box domain-containing protein 35-like [Musa acuminata subsp. malaccensis]
CSS0022147,EG isoform 2 [Theobroma cacao] 
CSS0033576,PREDICTED: acidic endochitinase-like [Vitis vinifera]
CSS0035422,PREDICTED: pentatricopeptide repeat-containing protein At1g62260 mitochondrial [Vitis vinifera]
CSS0036537,PREDICTED: pectinesterase/pectinesterase inhibitor PPE8B-like [Solanum tuberosum]
CSS0008806,PREDICTED: uncharacterized protein LOC105170184 [Sesamum indicum]
CSS0017084,PREDICTED: uncharacterized protein LOC104209965 [Nicotiana sylvestris]
CSS0050164,PREDICTED: uncharacterized protein LOC103420839 [Malus domestica]
